PartitionKey,RowKey,Timestamp,ArmorClassification,ArmorClassification@type,ContentSource,ContentSource@type,ContentType,ContentType@type,Cost,Cost@type,DamageDieModifier,DamageDieModifier@type,DamageDieType,DamageDieType@type,DamageNumberOfDice,DamageNumberOfDice@type,DamageType,DamageType@type,EquipmentCategory,EquipmentCategory@type,ModesJson,ModesJson@type,Name,Name@type,PropertiesJson,PropertiesJson@type,PropertiesMapJson,PropertiesMapJson@type,StealthDisadvantage,StealthDisadvantage@type,WeaponClassification,WeaponClassification@type,Weight,Weight@type,Description,Description@type,AC,AC@type,StrengthRequirement,StrengthRequirement@type
Core,"Mine, plasma",2023-05-30T20:15:17.2015014Z,Unknown,String,WH,String,Core,String,250,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Mine, plasma",String,,String,,String,false,Boolean,Unknown,String,2,String,"Mines can be set to detonate when a creature comes within up to 15 feet of it or paired with a remote detonator. As an action, you can prime and set a mine on a surface you can reach, which arms at the start of your next turn. When detonated, each creature within 15 feet of it must make a DC 14 Dexterity saving throw. A creature takes 2d10 energy damage on a failed save, or half as much as on a successful one.",String,,,,
Core,"Mine, stun",2023-05-30T20:15:17.2015014Z,Unknown,String,WH,String,Core,String,475,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Explosive,String,[],String,"Mine, stun",String,,String,,String,false,Boolean,Unknown,String,2,String,"Mines can be set to detonate when a creature comes within up to 15 feet of it or paired with a remote detonator. As an action, you can prime and set a mine on a surface you can reach, which arms at the start of your next turn. When detonated, each creature within 15 feet of it must make a DC 14 Constitution saving throw. On a failed save, a creature is stunned until the end of their next turn.

Additionally, on a failed save, a creature is unconscious for 1 minute, until it takes damage, or until someone uses an action to shake or slap the creature awake. At the end of an affected creature's turn, it can repeat this save, ending the effect on a success.",String,,,,
Core,Mirror,2023-05-30T20:15:38.9700874Z,Unknown,String,PHB,String,Core,String,50,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Utility,String,[],String,Mirror,String,,String,,String,false,Boolean,Unknown,String,0.5,String,,,,,,
Core,"Missile, fragmentation",2023-05-30T20:15:38.960093Z,Unknown,String,PHB,String,Core,String,100,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,"Missile, fragmentation",String,,String,,String,false,Boolean,Unknown,String,0.5,String,"This wrist launcher ammunition deals 1d6 kinetic damage on a hit. Additionally, hit or miss, the missile then explodes. The target and each creature within 5 feet must make a DC 14 Dexterity saving throw, taking 1d10 kinetic damage on a failed save or half as much on a successful one.",String,,,,
Core,"Missile, incendiary",2023-05-30T20:15:17.1965045Z,Unknown,String,WH,String,Core,String,160,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,"Missile, incendiary",String,,String,,String,false,Boolean,Unknown,String,0.5,String,"This wrist launcher ammunition deals 1d6 kinetic damage on a hit. Additionally, hit or miss, the missile then explodes, setting the ground beneath it in a 15 foot radius ablaze for 1 minute. When a creature enters the fire or starts its turn there it must make a DC 14 Dexterity saving throw. On a failed save, the creature takes 1d8 fire damage or half as much on a successful one. A construct makes this save with disadvantage.",String,,,,
Core,"Missile, ion",2023-05-30T20:15:17.1965045Z,Unknown,String,WH,String,Core,String,140,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,"Missile, ion",String,,String,,String,false,Boolean,Unknown,String,0.5,String,"This wrist launcher ammunition deals 1d6 kinetic damage on a hit. Additionally, hit or miss, the missile then explodes. The target and each creature within 5 feet must make a DC 14 Dexterity saving throw, taking 1d6 ion damage on a failed save or half as much on a successful one. Any electronics within the blast radius that aren't being worn or carried are disabled until rebooted.",String,,,,
Core,Mummergy,2023-05-30T20:15:17.2044993Z,Unknown,String,WH,String,Core,String,65,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,AlcoholicBeverage,String,[],String,Mummergy,String,,String,,String,false,Boolean,Unknown,String,0,String,"Mummergy is a strong-smelling liquor derived from a plant of the same name. As an action, you can apply this substance to a creature within 5 feet. For the next minute, the creature experiences a high that allows them to roll an additional d3 when making an ability check, attack roll, or saving throw using Intelligence. At the end of the high, the creature must succeed on a DC 14 Constitution saving throw or experience a low that lasts 10 minutes, during which they must roll a d3 and subtract the result when making an ability check, attack roll, or saving throw using Intelligence. At the end of the low, the creature must make a DC 14 Wisdom saving throw to resist addiction.",String,,,,
Core,Munitions kit,2023-05-30T20:15:17.4353692Z,Unknown,String,WH,String,Core,String,425,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Kit,String,[],String,Munitions kit,String,,String,,String,false,Boolean,Unknown,String,0,String,,,,,,
Core,Muon gold,2023-05-30T20:15:17.206498Z,Unknown,String,WH,String,Core,String,65,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Spice,String,[],String,Muon gold,String,,String,,String,false,Boolean,Unknown,String,0,String,"Muon gold is a lubricant-based spice that gives users intensified mental clarity and focus for a short time. As an action, you can apply this substance to a creature within 5 feet. For the next minute, the creature experiences a high that increases their current and maximum tech points by 2d3. At the end of the high, the creature must succeed on a DC 14 Wisdom saving throw or experience a low that lasts 10 minutes, their current and maximum tech points are reduced by 2d3. At the end of the low, the creature must make a DC 14 Constitution saving throw to resist addiction.",String,,,,
Core,Nervebaton,2023-05-30T20:15:17.4273727Z,Unknown,String,WH,String,Core,String,375,Int32,0,Int32,4,Int32,1,Int32,Kinetic,String,Weapon,String,[],String,Nervebaton,String,"[""Disruptive"",""neuralizing 13""]",String,"{""Disruptive"":""Disruptive"",""Neuralizing"":""neuralizing 13""}",String,false,Boolean,SimpleVibroweapon,String,2,String,,,,,,
Core,Net,2023-05-30T20:15:38.6852497Z,Unknown,String,PHB,String,Core,String,300,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Weapon,String,[],String,Net,String,"[""Light"",""finesse"",""special"",""thrown (range 15)""]",String,"{""Light"":""Light"",""Finesse"":""finesse"",""Special"":""special"",""Range"":""thrown (range 15)""}",String,false,Boolean,MartialVibroweapon,String,3,String,"A Large or smaller creature hit by a net is restrained until it is freed. A net has no effect on formless or Huge or larger creatures. A creature can use its action to make a DC 13 Strength check, freeing itself or another creature within its reach on a success. The net has an AC of 10, 5 hit points, and immunity to all damage not dealt by melee weapons. Destroying the net frees the creature without harming it and immediately ends the net's effects. While a creature is restrained by a net, you can make no further attacks with it.",String,,,,
Core,Neutronium mesh,2023-05-30T20:15:17.4323701Z,Medium,String,WH,String,Core,String,2500,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Armor,String,[],String,Neutronium mesh,String,"[""Insulated 5"",""strength 11""]",String,"{""Insulated"":""Insulated 5"",""Strength"":""strength 11""}",String,false,Boolean,Unknown,String,20,String,,,13 + Dex modifier (max 2),String,,String
Core,Novanian grog,2023-05-30T20:15:17.2044993Z,Unknown,String,WH,String,Core,String,70,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,AlcoholicBeverage,String,[],String,Novanian grog,String,,String,,String,false,Boolean,Unknown,String,0,String,"This grog features a pungent odor and a strong kick. As an action, you can apply this substance to a creature within 5 feet. For the next minute, the creature experiences a high that increases their current and maximum tech points by 2d3. At the end of the high, the creature must succeed on a DC 14 Constitution saving throw or experience a low that lasts 10 minutes, their current and maximum tech points are reduced by 2d3. At the end of the low, the creature must make a DC 14 Wisdom saving throw to resist addiction.",String,,,,
Core,Ommni box,2023-05-30T20:15:38.6952442Z,Unknown,String,PHB,String,Core,String,250,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,MusicalInstrument,String,[],String,Ommni box,String,,String,,String,false,Boolean,Unknown,String,0,String,,,,,,
Core,Oscillation calibrator,2023-05-30T20:15:17.1965045Z,Unknown,String,WH,String,Core,String,170,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,Oscillation calibrator,String,,String,,String,false,Boolean,Unknown,String,1,String,"As an action, you can apply this calibrator to one vibroweapon or pair of handwraps within 5 feet, granting it a +1 bonus to damage rolls for 1 minute. This bonus is in addition to any bonuses granted by the weapon.",String,,,,
Core,Panic calibrator,2023-05-30T20:15:17.1965045Z,Unknown,String,WH,String,Core,String,850,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,Panic calibrator,String,,String,,String,false,Boolean,Unknown,String,1,String,"As an action, you can apply this calibrator to one vibroweapon or pair of handwraps within 5 feet, granting it a +1 bonus to damage rolls for 1 minute. This bonus is in addition to any bonuses granted by the weapon. Additionally, for the duration, the weapon gains the neuralizing 13 property. If it already has the neuralizing property, its neuralizing number increases by 1, to a maximum of 18.",String,,,,
Core,Panic collimator,2023-05-30T20:15:17.1965045Z,Unknown,String,WH,String,Core,String,875,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,Panic collimator,String,,String,,String,false,Boolean,Unknown,String,1,String,"As an action, you can apply this collimator to one lightweapon within 5 feet, granting it a +1 bonus to damage rolls for 1 minute. This bonus is in addition to any bonuses granted by the weapon. Additionally, for the duration, the weapon gains the neuralizing 13 property. If it already has the neuralizing property, its neuralizing number increases by 1, to a maximum of 18.",String,,,,
Core,Panic dart,2023-05-30T20:15:17.1965045Z,Unknown,String,WH,String,Core,String,100,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,Panic dart,String,,String,,String,false,Boolean,Unknown,String,0,String,"This wrist launcher ammunition deals 1d6 kinetic damage on a hit. Also on a hit, the creature must make a DC 14 Wisdom saving throw, taking 1d4 psychic damage on a failed save. 

Additionally, on a failed save, a creature becomes frightened of you for 1 minute. At the start of an affected creature's turn, it can repeat this save, ending the effect on a success.",String,,,,
Core,Pazaak deck,2023-05-30T20:15:38.6942443Z,Unknown,String,PHB,String,Core,String,100,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,GamingSet,String,[],String,Pazaak deck,String,,String,,String,false,Boolean,Unknown,String,0,String,,,,,,
Core,Personal translator,2023-05-30T20:15:17.1985038Z,Unknown,String,WH,String,Core,String,150,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Communications,String,[],String,Personal translator,String,,String,,String,false,Boolean,Unknown,String,0.5,String,A personal translator is a hand held device that can translate verbal communications between up to five languages. The languages can be changed out while interfaced with a protocol droid or appropriate computer.,String,,,,
Core,Pikesaber,2023-05-30T20:15:38.6882479Z,Unknown,String,PHB,String,Core,String,1675,Int32,0,Int32,10,Int32,1,Int32,Energy,String,Weapon,String,[],String,Pikesaber,String,"[""Dexterity 11"",""luminous"",""reach"",""two-handed""]",String,"{""Dexterity"":""Dexterity 11"",""Luminous"":""luminous"",""Reach"":""reach"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialLightweapon,String,5.25,String,,,,,,
Core,Pitcher,2023-05-30T20:15:38.9670882Z,Unknown,String,PHB,String,Core,String,8,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Storage,String,[],String,Pitcher,String,,String,,String,false,Boolean,Unknown,String,2,String,A pitcher stores 1 gallon of liquid.,String,,,,
Core,Plastoid composite,2023-05-30T20:15:17.4333705Z,Medium,String,WH,String,Core,String,4500,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Armor,String,[],String,Plastoid composite,String,"[""Bulky"",""reinforced"",""rigid""]",String,"{""Bulky"":""Bulky"",""Reinforced"":""reinforced"",""Rigid"":""rigid""}",String,true,Boolean,Unknown,String,45,String,,,15 + Dex modifier (max 2),String,,String
Core,Pocket scrambler,2023-05-30T20:15:38.963091Z,Unknown,String,PHB,String,Core,String,800,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Communications,String,[],String,Pocket scrambler,String,,String,,String,false,Boolean,Unknown,String,1,String,A pocket scrambler is a simple add-on to any commlink that automatically encodes any messages sent out. The transmitted message can only be read by a device equipped with a matched scrambler.,String,,,,
Core,Poison,2023-05-30T20:15:38.9660893Z,Unknown,String,PHB,String,Core,String,125,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Medical,String,[],String,Poison,String,,String,,String,false,Boolean,Unknown,String,0.5,String,"As an action, you can use the poison in this vial to coat one vibroweapon, one slug cartridge, or one wrist launcher dart. A creature hit by the poisoned weapon must make a DC 14 Constitution saving throw, taking 2d4 poison damage on a failed save or half as much on a successful one. Once applied, the poison retains potency for 1 minute before drying.",String,,,,
Core,Poisoner's kit,2023-05-30T20:15:38.960093Z,Unknown,String,PHB,String,Core,String,500,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Kit,String,[],String,Poisoner's kit,String,,String,,String,false,Boolean,Unknown,String,2,String,,,,,,
Core,Pouch,2023-05-30T20:15:38.9680886Z,Unknown,String,PHB,String,Core,String,5,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Storage,String,[],String,Pouch,String,,String,,String,false,Boolean,Unknown,String,1,String,"A pouch stores 6.00 lb., not exceeding 1/5 cubic foot. ",String,,,,
Core,Power belt,2023-05-30T20:15:17.2044993Z,Unknown,String,WH,String,Core,String,400,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,WeaponOrArmorAccessory,String,[],String,Power belt,String,,String,,String,false,Boolean,Unknown,String,1,String,"This belt has slots to hold six power cells, and can be connected to directly power a single blaster weapon that uses power cells. Once per turn, if the powered weapon would be reloaded, it can be done without using an action using any ammunition in the belt. Connecting or disconnecting a weapon takes an action. Replacing an expended power cell takes an action.",String,,,,
Core,Power cell,2023-05-30T20:15:38.960093Z,Unknown,String,PHB,String,Core,String,10,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,Power cell,String,,String,,String,false,Boolean,Unknown,String,1,String,"Weapons with this property are fueled by power cells, which must be loaded in order to fire the weapon. A power cell fuels a number of attacks equal to the weapon's reload number.",String,,,,
Core,Power generator,2023-05-30T20:15:17.1965045Z,Unknown,String,WH,String,Core,String,1250,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,Power generator,String,,String,,String,false,Boolean,Unknown,String,5,String,Power generators energize the blaster cannon.,String,,,,
Core,"Projector canister, corrosive",2023-05-30T20:15:17.1975048Z,Unknown,String,WH,String,Core,String,300,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,"Projector canister, corrosive",String,,String,,String,false,Boolean,Unknown,String,2,String,"When triggered, this wrist launcher ammunition produces a spray of acid in a line 15 feet long and 5 feet wide or a 15-foot cone. A single fuel canister holds enough fuel for three attacks in a line or a single attack in a cone. Each creature must make a DC 14 Constitution saving throw. On a failed save, a creature takes 1d6 acid damage, and the first attack it makes before the end of its next turn has disadvantage. On a successful save, a creature takes half damage and isn't disadvantaged. If this damage reduces a creature to 0 hit points, it must make a DC 13 Constitution saving throw. On a failed save, it dies immediately without making death saving throws. A disintegrated creature and everything it is wearing and carrying are reduced to a pile of fine gray dust. If you lack proficiency in the wrist launcher, you have disadvantage on damage rolls with it",String,,,,
Core,"Projector canister, cryo",2023-05-30T20:15:38.9610928Z,Unknown,String,PHB,String,Core,String,350,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,"Projector canister, cryo",String,,String,,String,false,Boolean,Unknown,String,2,String,"When triggered, this wrist launcher ammunition produces a beam of carbonite energy in a line 15 feet long and 5 feet wide or a 15-foot cone. A single fuel canister holds enough fuel for three attacks in a line or a single attack in a cone. Each creature must make a DC 14 Constitution saving throw. On a failed save, a creature takes 1d4 cold damage and gains 1 slowed level until the end of your next turn. On a successful save, a creature takes half damage and isn't slowed. If this damage reduces a creature to 0 hit points, that creature is frozen in carbonite for 1 hour. If you lack proficiency in the wrist launcher, you must roll the damage dice twice and take the lesser total.",String,,,,
Core,"Projector canister, incendiary",2023-05-30T20:15:38.9610928Z,Unknown,String,PHB,String,Core,String,325,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,"Projector canister, incendiary",String,,String,,String,false,Boolean,Unknown,String,2,String,"When triggered, this wrist launcher ammunition produces a burst of flame in a line 15 feet long and 5 feet wide or a 15-foot cone. A single fuel canister holds enough fuel for three attacks in a line or a single attack in a cone. Each creature must make a DC 14 Dexterity saving throw, taking 1d8 fire damage or half as much on a successful one. The fire spreads around corners. It ignites flammable objects in the area that aren't being worn or carried. If you lack proficiency in the wrist launcher, you must roll the damage dice twice and take the lesser total.",String,,,,
Core,"Projector tank, corrosive",2023-05-30T20:15:17.1975048Z,Unknown,String,WH,String,Core,String,625,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,"Projector tank, corrosive",String,,String,,String,false,Boolean,Unknown,String,3,String,"When triggered, this vapor projector ammunition produces a spray of acid in a line 15 feet long and 5 feet wide or a 15-foot cone. A single fuel tank holds enough fuel for three attacks in a line or a single attack in a cone. Each creature must make a DC 14 Constitution saving throw. On a failed save, a creature takes 2d6 acid damage, and the first attack it makes before the end of its next turn has disadvantage. On a successful save, a creature takes half damage and isn't disadvantaged. If this damage reduces a creature to 0 hit points, it must make a DC 13 Constitution saving throw. On a failed save, it dies immediately without making death saving throws. A disintegrated creature and everything it is wearing and carrying are reduced to a pile of fine gray dust. ",String,,,,
Core,"Projector tank, cryo",2023-05-30T20:15:17.1975048Z,Unknown,String,WH,String,Core,String,675,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,"Projector tank, cryo",String,,String,,String,false,Boolean,Unknown,String,3,String,"When triggered, this vapor projector ammunition produces a beam of carbonite energy in a line 15 feet long and 5 feet wide or a 15-foot cone. A single fuel tank holds enough fuel for three attacks in a line or a single attack in a cone. Each creature must make a DC 14 Constitution saving throw. On a failed save, a creature takes 2d4 cold damage and gains 1 slowed level until the end of your next turn. On a successful save, a creature takes half damage and isn't slowed. If this damage reduces a creature to 0 hit points, that creature is frozen in carbonite for 1 hour.",String,,,,
Core,"Projector tank, incendiary",2023-05-30T20:15:17.1975048Z,Unknown,String,WH,String,Core,String,650,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,"Projector tank, incendiary",String,,String,,String,false,Boolean,Unknown,String,3,String,"When triggered, this vapor projector ammunition produces a burst of flame in a line 15 feet long and 5 feet wide or a 15-foot cone. A single fuel tank holds enough fuel for three attacks in a line or a single attack in a cone. Each creature must make a DC 14 Dexterity saving throw, taking 2d8 fire damage or half as much on a successful one. The fire spreads around corners. It ignites flammable objects in the area that aren't being worn or carried.",String,,,,
Core,Quadanium heavy shield,2023-05-30T20:15:17.4343683Z,Shield,String,WH,String,Core,String,2000,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Armor,String,[],String,Quadanium heavy shield,String,"[""Charging 1"",""cumbersome"",""obtrusive"",""strength 15""]",String,"{""Charging"":""Charging 1"",""Cumbersome"":""cumbersome"","""":""obtrusive"",""Strength"":""strength 15""}",String,false,Boolean,Unknown,String,36,String,,,+3,String,,String
Core,Raava,2023-05-30T20:15:17.205499Z,Unknown,String,WH,String,Core,String,95,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,AlcoholicBeverage,String,[],String,Raava,String,,String,,String,false,Boolean,Unknown,String,0,String,"Raava is a traditional liquor breed from zsajhira berries. As an action, you can apply this substance to a creature within 5 feet. For the next minute, the creature experiences a high that allows them to roll an additional d3 when making an ability check, attack roll, or saving throw using Dexterity. At the end of the high, the creature must succeed on a DC 14 Constitution saving throw or experience a low that lasts 10 minutes, during which they must roll a d3 and subtract the result when making an ability check, attack roll, or saving throw using Dexterity. At the end of the low, the creature must make a DC 14 Wisdom saving throw to resist addiction.",String,,,,
Core,Railgun,2023-05-30T20:15:17.4253742Z,Unknown,String,WH,String,Core,String,1900,Int32,0,Int32,6,Int32,2,Int32,Kinetic,String,Weapon,String,[],String,Railgun,String,"[""Piercing 1"",""reload 2"",""slug cartridge (range 150/600)"",""strength 17"",""two-handed""]",String,"{""Piercing"":""Piercing 1"",""Reload"":""reload 2"",""Range"":""slug cartridge (range 150/600)"",""Strength"":""strength 17"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,16,String,,,,,,
Core,"Ram, portable",2023-05-30T20:15:38.9700874Z,Unknown,String,PHB,String,Core,String,40,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Utility,String,[],String,"Ram, portable",String,,String,,String,false,Boolean,Unknown,String,35,String,"You can use a portable ram to break down doors. When doing so, you gain a +4 bonus on the Strength check. One other character can help you use the ram, giving you advantage on this check.",String,,,,
Core,Remote detonator,2023-05-30T20:15:38.9720867Z,Unknown,String,PHB,String,Core,String,150,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,WeaponOrArmorAccessory,String,[],String,Remote detonator,String,,String,,String,false,Boolean,Unknown,String,1,String,"A small handhold device with a single button, used to activate explosives. Over the course of 1 minute, you can pair the detonator with up to two mines within 10 feet. As an action, you can remotely detonate all of the paired mines. You must be within 30 feet of the mines to detonate them.",String,,,,
Core,Repair kit,2023-05-30T20:15:38.9660893Z,Unknown,String,PHB,String,Core,String,750,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Medical,String,[],String,Repair kit,String,,String,,String,false,Boolean,Unknown,String,3,String,"A repair kit included the basic tools needed to repair a droid or construct after being damaged in combat. The kit has three uses. As an action, you can expend one use of the kit to restore hit points to a droid or construct within 5 feet. The creature rolls one die equal to the size of their Hit Die and regains hit points equal ",String,,,,
Core,Repeating blaster,2023-05-30T20:15:38.6832509Z,Unknown,String,PHB,String,Core,String,1025,Int32,0,Int32,8,Int32,1,Int32,Energy,String,Weapon,String,[],String,Repeating blaster,String,"[""Auto"",""burst 4"",""power cell (range 75/300)"",""rapid 4"",""reload 8"",""strength 11"",""two-handed""]",String,"{""Auto"":""Auto"",""Burst"":""burst 4"",""Power Cell"":""power cell (range 75/300)"",""Rapid"":""rapid 4"",""Reload"":""reload 8"",""Strength"":""strength 11"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,9,String,,,,,,
Core,Repelling wristpad,2023-05-30T20:15:17.199503Z,Unknown,String,WH,String,Core,String,1600,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,DataRecordingAndStorage,String,[],String,Repelling wristpad,String,,String,,String,false,Boolean,Unknown,String,2,String,This wristpad has the repelling and constitution 11 properties.,String,,,,
Core,Respirator,2023-05-30T20:15:38.9660893Z,Unknown,String,PHB,String,Core,String,200,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,LifeSupport,String,[],String,Respirator,String,,String,,String,false,Boolean,Unknown,String,1,String,"A respirator, or breath mask, is a portable device that includes 1 hour's worth of oxygen. The respirator is designed to function in all environments.",String,,,,
Core,Restraining bolt,2023-05-30T20:15:38.9700874Z,Unknown,String,PHB,String,Core,String,350,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Utility,String,[],String,Restraining bolt,String,,String,,String,false,Boolean,Unknown,String,1,String,"Restraining bolts are small, cylindrical devices that can be affixed to a droid in order to limit its functions and enforce its obedience. When inserted, a restraining bolt restricts the droid from any movement its master does not desire, and also forced it to respond to signals produced by a hand-held control unit. 

Installing a restraining bolt takes 1 minute. The droid must make a DC 14 Constitution saving throw. A hostile droid makes this save with advantage. On a successful save, the restraining bolt overloads and is rendered useless. On a failed save, the restraining bolt is correctly installed, and the control unit can be used to actively control the droid. While the control unit is inactive, the droid can act freely but it can not attempt to remove the restraining bolt. ",String,,,,
Core,Rocket boots,2023-05-30T20:15:38.9720867Z,Unknown,String,PHB,String,Core,String,2500,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,WeaponOrArmorAccessory,String,[],String,Rocket boots,String,,String,,String,false,Boolean,Unknown,String,3,String,"Rocket boots are a form of rocket propulsion system affixed to a pair of boots instead of being worn on the back like a standard jetpack. Activating or deactivating the boots requires a bonus action and, while active, you have a flying speed of 25 feet. The rocket boots last for 1 minute and can be recharged by a power source or replacing the power cells.	",String,,,,
Core,Rocket launcher,2023-05-30T20:15:17.4263736Z,Unknown,String,WH,String,Core,String,2250,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Weapon,String,[],String,Rocket launcher,String,"[""Reload 1"",""special (range 150/600)"",""strength 13"",""two-handed""]",String,"{""Reload"":""Reload 1"",""Range"":""special (range 150/600)"",""Strength"":""strength 13"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,14,String,"Rather than traditional power cells, the rocket launcher fires specialized projectiles in the form of rockets. When firing a rocket at long range, or if you don�t meet the rocket launcher�s strength requirement, creatures within the radius of the rocket�s explosion have advantage on the saving throw.",String,,,,
Core,"Rocket, fragmentation",2023-05-30T20:15:17.1975048Z,Unknown,String,WH,String,Core,String,350,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,"Rocket, fragmentation",String,,String,,String,false,Boolean,Unknown,String,2,String,"This rocket launcher ammunition deals 2d6 kinetic damage on a hit. Additionally, hit or miss, the rocket then explodes. The target and each creature within 15 feet must make a DC 14 Dexterity saving throw, taking 2d10 kinetic damage on a failed save or half as much on a successful one.",String,,,,
Core,"Rocket, incendiary",2023-05-30T20:15:17.1975048Z,Unknown,String,WH,String,Core,String,535,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,"Rocket, incendiary",String,,String,,String,false,Boolean,Unknown,String,2,String,"This rocket launcher ammunition deals 2d6 kinetic damage on a hit. Additionally, hit or miss, the rocket then explodes, setting the ground beneath it in a 15 foot radius ablaze for 1 minute. When a creature enters the fire or starts its turn there it must make a DC 14 Dexterity saving throw. On a failed save, the creature takes 2d8 fire damage or half as much on a successful one. A construct makes this save with disadvantage.",String,,,,
Core,"Rocket, ion",2023-05-30T20:15:17.1975048Z,Unknown,String,WH,String,Core,String,475,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,Ammunition,String,[],String,"Rocket, ion",String,,String,,String,false,Boolean,Unknown,String,2,String,"This rocket launcher ammunition deals 2d6 kinetic damage on a hit. Additionally, hit or miss, the rocket then explodes. The target and each creature within 15 feet must make a DC 14 Dexterity saving throw, taking 2d6 ion damage on a failed save or half as much on a successful one. Any electronics within the blast radius that aren't being worn or carried are disabled until rebooted.",String,,,,
Core,Rocketpack,2023-05-30T20:15:17.2044993Z,Unknown,String,WH,String,Core,String,10000,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,WeaponOrArmorAccessory,String,[],String,Rocketpack,String,,String,,String,false,Boolean,Unknown,String,35,String,"Rocketpacks combine the aerial transportation of a jetpack with the firepower of a rocket launcher. Activating or deactivating the rocketpack's flight capabilities requires a bonus action and, while active, you have a flying speed of 25 feet. The jetpack last for 1 minute per power cell (to a maximum of 5 minutes) and can be recharged by a power source or replacing the power cells.

Additionally, your rocketpack comes with an integrated rocket launcher with the Ammunition (range 100/400) and reload 1 properties. Rather than traditional power cells, this rocket launcher fires specialized projectiles in the form of rockets. Whenever you would make a ranged weapon attack, you can instead fire this rocket launcher. When firing a rocket at long range, creatures within the radius of the rocket's explosion have advantage on the saving throw. Reloading this rocket launcher takes 1 minute.",String,,,,
Core,Rotary cannon,2023-05-30T20:15:38.6832509Z,Unknown,String,PHB,String,Core,String,1500,Int32,0,Int32,10,Int32,1,Int32,Energy,String,Weapon,String,[],String,Rotary cannon,String,"[""Auto"",""power cell (range 75/300)"",""rapid 2"",""reload 8"",""strength 13"",""two-handed""]",String,"{""Auto"":""Auto"",""Power Cell"":""power cell (range 75/300)"",""Rapid"":""rapid 2"",""Reload"":""reload 8"",""Strength"":""strength 13"",""Two-Handed"":""two-handed""}",String,false,Boolean,MartialBlaster,String,12.5,String,,,,,,
Core,Sabacc deck,2023-05-30T20:15:38.6942443Z,Unknown,String,PHB,String,Core,String,150,Int32,0,Int32,0,Int32,0,Int32,Unknown,String,GamingSet,String,[],String,Sabacc deck,String,,String,,String,false,Boolean,Unknown,String,0,String,,,,,,
